Profil 1             Profil 2             Profil 3             
x       y           x       y           x       y           
[m]     [m]         [m]     [m]         [m]     [m]         
1,2175981e-07  -6,5366978e-08            1,218906e-07  -6,556245e-08            1,2125745e-07  -6,6332979e-08            
1,2410135e-07  -6,5384416e-08            1,2423465e-07  -6,5570482e-08            1,2358933e-07  -6,6330513e-08            
1,2644288e-07  -6,5405191e-08            1,265787e-07  -6,5575116e-08            1,259212e-07  -6,6325816e-08            
1,2878442e-07  -6,5413078e-08            1,2892275e-07  -6,556789e-08            1,2825308e-07  -6,6332488e-08            
1,3112595e-07  -6,5423254e-08            1,312668e-07  -6,5567041e-08            1,3058495e-07  -6,6333062e-08            
1,3346749e-07  -6,5446039e-08            1,3361085e-07  -6,5565703e-08            1,3291683e-07  -6,6335076e-08            
1,3580902e-07  -6,5454036e-08            1,359549e-07  -6,5568026e-08            1,352487e-07  -6,6342408e-08            
1,3815056e-07  -6,5455327e-08            1,3829895e-07  -6,5564819e-08            1,3758057e-07  -6,6342574e-08            
1,4049209e-07  -6,5444669e-08            1,40643e-07  -6,5560997e-08            1,3991245e-07  -6,6351305e-08            
1,4283363e-07  -6,5434903e-08            1,4298705e-07  -6,5564404e-08            1,4224432e-07  -6,6359293e-08            
1,4517516e-07  -6,5436973e-08            1,453311e-07  -6,5561716e-08            1,445762e-07  -6,6362446e-08            
1,475167e-07  -6,5435974e-08            1,4767515e-07  -6,5560831e-08            1,4690807e-07  -6,6373083e-08            
1,4985823e-07  -6,545089e-08            1,500192e-07  -6,5567298e-08            1,4923994e-07  -6,6398668e-08            
1,5219977e-07  -6,5463116e-08            1,5236325e-07  -6,55751e-08            1,5157182e-07  -6,6408347e-08            
1,545413e-07  -6,5463207e-08            1,547073e-07  -6,5575141e-08            1,5390369e-07  -6,6400759e-08            
1,5688284e-07  -6,5477331e-08            1,5705135e-07  -6,5571226e-08            1,5623557e-07  -6,639158e-08            
1,5922437e-07  -6,5465238e-08            1,593954e-07  -6,5566864e-08            1,5856744e-07  -6,6386233e-08            
1,6156591e-07  -6,5458093e-08            1,6173945e-07  -6,5566748e-08            1,6089932e-07  -6,6375637e-08            
1,6390744e-07  -6,5455897e-08            1,640835e-07  -6,5565855e-08            1,6323119e-07  -6,6378115e-08            
1,6624898e-07  -6,5472923e-08            1,6642755e-07  -6,5561055e-08            1,6556306e-07  -6,6375814e-08            
1,6859051e-07  -6,5486509e-08            1,687716e-07  -6,5557179e-08            1,6789494e-07  -6,6370955e-08            
1,7093205e-07  -6,5497672e-08            1,7111565e-07  -6,5568376e-08            1,7022681e-07  -6,6368172e-08            
1,7327358e-07  -6,5504027e-08            1,734597e-07  -6,5575898e-08            1,7255869e-07  -6,6372196e-08            
1,7561512e-07  -6,5503273e-08            1,7580375e-07  -6,5579237e-08            -          -              
1,7795665e-07  -6,5494209e-08            1,781478e-07  -6,5582758e-08            -          -              
1,8029818e-07  -6,5489511e-08            1,8049185e-07  -6,5582267e-08            -          -              
1,8263972e-07  -6,5493413e-08            1,828359e-07  -6,5594577e-08            -          -              
1,8498125e-07  -6,5492655e-08            1,8517995e-07  -6,5623188e-08            -          -              
1,8732279e-07  -6,549291e-08            1,87524e-07  -6,5636496e-08            -          -              
1,8966432e-07  -6,546491e-08            -          -              -          -              
1,9200586e-07  -6,5430267e-08            -          -              -          -              
