Profil 1             Profil 2             Profil 3             
x       y           x       y           x       y           
[m]     [m]         [m]     [m]         [m]     [m]         
0  -5,9922639e-08            0  -6,0006812e-08            0  -6,0049155e-08            
6,4781281e-10  -5,9961008e-08            6,5035161e-10  -6,0004494e-08            6,4508085e-10  -6,007293e-08            
1,2956256e-09  -5,9976333e-08            1,3007032e-09  -5,9998044e-08            1,2901617e-09  -6,0085924e-08            
1,9434384e-09  -5,9942513e-08            1,9510548e-09  -6,0012608e-08            1,9352425e-09  -6,009322e-08            
2,5912512e-09  -5,9922933e-08            2,6014064e-09  -6,0019946e-08            2,5803234e-09  -6,0102885e-08            
3,239064e-09  -5,9942711e-08            3,251758e-09  -5,999129e-08            3,2254042e-09  -6,0099919e-08            
3,8868769e-09  -5,9950301e-08            3,9021096e-09  -5,9966313e-08            3,8704851e-09  -6,008592e-08            
4,5346897e-09  -5,9962132e-08            4,5524613e-09  -5,9964141e-08            4,5155659e-09  -6,0056443e-08            
5,1825025e-09  -5,9983481e-08            5,2028129e-09  -5,9971005e-08            5,1606468e-09  -6,0033344e-08            
5,8303153e-09  -5,9974997e-08            5,8531645e-09  -5,9995465e-08            5,8057276e-09  -6,0054802e-08            
6,4781281e-09  -5,99612e-08            6,5035161e-09  -6,0001388e-08            6,4508085e-09  -6,0066616e-08            
7,1259409e-09  -5,9965259e-08            7,1538677e-09  -5,99955e-08            7,0958893e-09  -6,0040881e-08            
7,7737537e-09  -5,9972335e-08            7,8042193e-09  -5,9994354e-08            7,7409702e-09  -6,0026387e-08            
8,4215665e-09  -5,9962274e-08            8,4545709e-09  -5,9984298e-08            8,386051e-09  -6,0070874e-08            
9,0693793e-09  -5,9949646e-08            9,1049225e-09  -5,9971839e-08            9,0311319e-09  -6,0092547e-08            
9,7171921e-09  -5,9958666e-08            9,7552741e-09  -5,9963832e-08            9,6762127e-09  -6,0085028e-08            
1,0365005e-08  -5,997145e-08            1,0405626e-08  -5,9981524e-08            1,0321294e-08  -6,0064236e-08            
1,1012818e-08  -5,9951556e-08            1,1055977e-08  -5,998132e-08            1,0966374e-08  -6,0029583e-08            
1,1660631e-08  -5,9932018e-08            1,1706329e-08  -5,9958631e-08            1,1611455e-08  -6,0013545e-08            
1,2308443e-08  -5,9922303e-08            1,2356681e-08  -5,995721e-08            1,2256536e-08  -6,0048271e-08            
1,2956256e-08  -5,9931907e-08            1,3007032e-08  -5,9943516e-08            1,2901617e-08  -6,0047374e-08            
1,3604069e-08  -5,9939705e-08            1,3657384e-08  -5,9934418e-08            1,3546698e-08  -6,0030364e-08            
1,4251882e-08  -5,993796e-08            1,4307735e-08  -5,9932054e-08            1,4191779e-08  -6,0040585e-08            
1,4899695e-08  -5,9943514e-08            1,4958087e-08  -5,9978079e-08            1,483686e-08  -6,0038295e-08            
1,5547507e-08  -5,9949331e-08            1,5608439e-08  -6,0042239e-08            1,548194e-08  -6,0031056e-08            
1,619532e-08  -5,9945611e-08            1,625879e-08  -6,0007483e-08            1,6127021e-08  -6,0040483e-08            
1,6843133e-08  -5,9939277e-08            1,6909142e-08  -5,994287e-08            1,6772102e-08  -6,0030526e-08            
1,7490946e-08  -5,9943421e-08            1,7559493e-08  -5,9902258e-08            1,7417183e-08  -5,9983134e-08            
1,8138759e-08  -5,9955237e-08            1,8209845e-08  -5,9938174e-08            1,8062264e-08  -5,9958087e-08            
1,8786571e-08  -5,9958683e-08            1,8860197e-08  -6,0014555e-08            1,8707345e-08  -6,0001964e-08            
1,9434384e-08  -5,997367e-08            1,9510548e-08  -6,0092183e-08            1,9352425e-08  -6,0045302e-08            
2,0082197e-08  -5,9986527e-08            2,01609e-08  -6,0086205e-08            1,9997506e-08  -6,0139797e-08            
2,073001e-08  -5,9964014e-08            2,0811251e-08  -6,01534e-08            2,0642587e-08  -6,0153162e-08            
2,1377823e-08  -5,9944947e-08            2,1461603e-08  -6,0214489e-08            2,1287668e-08  -6,0174728e-08            
2,2025635e-08  -5,9936772e-08            2,2111955e-08  -6,020235e-08            2,1932749e-08  -6,0154905e-08            
2,2673448e-08  -6,0015199e-08            2,2762306e-08  -6,0302846e-08            2,257783e-08  -6,0233195e-08            
2,3321261e-08  -6,0089834e-08            2,3412658e-08  -6,0392932e-08            2,3222911e-08  -6,0353686e-08            
2,3969074e-08  -6,0122483e-08            2,4063009e-08  -6,0469656e-08            2,3867991e-08  -6,0463363e-08            
2,4616887e-08  -6,0132139e-08            2,4713361e-08  -6,0447149e-08            2,4513072e-08  -6,0584403e-08            
2,52647e-08  -6,0134237e-08            2,5363713e-08  -6,0574244e-08            2,5158153e-08  -6,0710614e-08            
2,5912512e-08  -6,0217377e-08            2,6014064e-08  -6,0843841e-08            2,5803234e-08  -6,0846797e-08            
2,6560325e-08  -6,0297702e-08            2,6664416e-08  -6,0996258e-08            2,6448315e-08  -6,1048143e-08            
2,7208138e-08  -6,041802e-08            2,7314768e-08  -6,1063189e-08            2,7093396e-08  -6,1165374e-08            
2,7855951e-08  -6,0477232e-08            2,7965119e-08  -6,1083023e-08            2,7738476e-08  -6,1163702e-08            
2,8503764e-08  -6,056938e-08            2,8615471e-08  -6,1103102e-08            2,8383557e-08  -6,114592e-08            
2,9151576e-08  -6,0690409e-08            2,9265822e-08  -6,1123637e-08            2,9028638e-08  -6,1116547e-08            
2,9799389e-08  -6,0842146e-08            2,9916174e-08  -6,115023e-08            2,9673719e-08  -6,1110894e-08            
3,0447202e-08  -6,0972234e-08            3,0566526e-08  -6,1151782e-08            3,03188e-08  -6,1131078e-08            
3,1095015e-08  -6,1141591e-08            3,1216877e-08  -6,1141634e-08            3,0963881e-08  -6,1125005e-08            
3,1742828e-08  -6,1199507e-08            3,1867229e-08  -6,1122303e-08            3,1608962e-08  -6,1097295e-08            
3,239064e-08  -6,1165739e-08            3,251758e-08  -6,1093735e-08            3,2254042e-08  -6,1103738e-08            
3,3038453e-08  -6,1131205e-08            3,3167932e-08  -6,1124694e-08            3,2899123e-08  -6,1144609e-08            
3,3686266e-08  -6,1156625e-08            3,3818284e-08  -6,1151541e-08            3,3544204e-08  -6,1142278e-08            
3,4334079e-08  -6,1173165e-08            3,4468635e-08  -6,1082875e-08            3,4189285e-08  -6,111082e-08            
3,4981892e-08  -6,1080658e-08            3,5118987e-08  -6,1035143e-08            3,4834366e-08  -6,1111943e-08            
3,5629704e-08  -6,1017154e-08            3,5769338e-08  -6,1078645e-08            3,5479447e-08  -6,1136768e-08            
3,6277517e-08  -6,1019585e-08            3,641969e-08  -6,1092612e-08            3,6124527e-08  -6,1142141e-08            
3,692533e-08  -6,1031751e-08            3,7070042e-08  -6,1053594e-08            3,6769608e-08  -6,1133092e-08            
3,7573143e-08  -6,1057282e-08            3,7720393e-08  -6,1075795e-08            3,7414689e-08  -6,1147411e-08            
3,8220956e-08  -6,1092371e-08            3,8370745e-08  -6,1144247e-08            3,805977e-08  -6,1176485e-08            
3,8868769e-08  -6,1133507e-08            3,9021096e-08  -6,1097258e-08            3,8704851e-08  -6,1145521e-08            
3,9516581e-08  -6,1148431e-08            3,9671448e-08  -6,0999294e-08            3,9349932e-08  -6,1087149e-08            
4,0164394e-08  -6,1114581e-08            4,03218e-08  -6,1034223e-08            3,9995013e-08  -6,1105301e-08            
4,0812207e-08  -6,1115987e-08            4,0972151e-08  -6,109452e-08            4,0640093e-08  -6,1147473e-08            
4,146002e-08  -6,1174818e-08            4,1622503e-08  -6,1048554e-08            4,1285174e-08  -6,1139672e-08            
4,2107833e-08  -6,1178464e-08            4,2272855e-08  -6,1006203e-08            4,1930255e-08  -6,1109164e-08            
4,2755645e-08  -6,1119557e-08            4,2923206e-08  -6,1011747e-08            4,2575336e-08  -6,1123987e-08            
4,3403458e-08  -6,1087391e-08            4,3573558e-08  -6,1015193e-08            4,3220417e-08  -6,1156014e-08            
4,4051271e-08  -6,1073198e-08            4,4223909e-08  -6,1010939e-08            4,3865498e-08  -6,1090301e-08            
4,4699084e-08  -6,1115654e-08            4,4874261e-08  -6,1032753e-08            4,4510579e-08  -6,0991508e-08            
4,5346897e-08  -6,1214944e-08            4,5524613e-08  -6,108483e-08            4,5155659e-08  -6,101264e-08            
4,5994709e-08  -6,1204982e-08            4,6174964e-08  -6,1083776e-08            4,580074e-08  -6,1074249e-08            
4,6642522e-08  -6,1123728e-08            4,6825316e-08  -6,1039772e-08            4,6445821e-08  -6,1134409e-08            
4,7290335e-08  -6,1124849e-08            4,7475667e-08  -6,1055101e-08            4,7090902e-08  -6,1205893e-08            
4,7938148e-08  -6,1177836e-08            4,8126019e-08  -6,1095973e-08            4,7735983e-08  -6,1162488e-08            
4,8585961e-08  -6,1138847e-08            4,8776371e-08  -6,1074075e-08            4,8381064e-08  -6,1094096e-08            
4,9233773e-08  -6,1046552e-08            4,9426722e-08  -6,104159e-08            4,9026144e-08  -6,1094485e-08            
4,9881586e-08  -6,104237e-08            5,0077074e-08  -6,1054627e-08            4,9671225e-08  -6,1107356e-08            
5,0529399e-08  -6,1094668e-08            5,0727425e-08  -6,1077088e-08            5,0316306e-08  -6,1087972e-08            
5,1177212e-08  -6,1106788e-08            5,1377777e-08  -6,1129231e-08            5,0961387e-08  -6,1070691e-08            
5,1825025e-08  -6,1089011e-08            5,2028129e-08  -6,1178617e-08            5,1606468e-08  -6,1077947e-08            
5,2472838e-08  -6,1110045e-08            5,267848e-08  -6,1229994e-08            5,2251549e-08  -6,1081792e-08            
5,312065e-08  -6,1142167e-08            5,3328832e-08  -6,1239572e-08            5,289663e-08  -6,1145385e-08            
5,3768463e-08  -6,1163442e-08            5,3979183e-08  -6,1173651e-08            5,354171e-08  -6,1209712e-08            
5,4416276e-08  -6,1192032e-08            5,4629535e-08  -6,1150491e-08            5,4186791e-08  -6,1201351e-08            
5,5064089e-08  -6,1141466e-08            5,5279887e-08  -6,1154664e-08            5,4831872e-08  -6,1189339e-08            
