Profil 1             Profil 2             Profil 3             
x       y           x       y           x       y           
[m]     [m]         [m]     [m]         [m]     [m]         
0  -6,2858989e-08            0  -6,2800348e-08            0  -6,2649398e-08            
3,6991061e-10  -6,2883009e-08            3,7039314e-10  -6,2806234e-08            3,6931552e-10  -6,2664401e-08            
7,3982122e-10  -6,2886763e-08            7,4078627e-10  -6,2810556e-08            7,3863103e-10  -6,2691976e-08            
1,1097318e-09  -6,288626e-08            1,1111794e-09  -6,2802807e-08            1,1079465e-09  -6,2700388e-08            
1,4796424e-09  -6,2890039e-08            1,4815725e-09  -6,2796541e-08            1,4772621e-09  -6,269599e-08            
1,8495531e-09  -6,2881532e-08            1,8519657e-09  -6,2772221e-08            1,8465776e-09  -6,2683841e-08            
2,2194637e-09  -6,2870937e-08            2,2223588e-09  -6,2736974e-08            2,2158931e-09  -6,2674749e-08            
2,5893743e-09  -6,2869847e-08            2,592752e-09  -6,2773668e-08            2,5852086e-09  -6,2681753e-08            
2,9592849e-09  -6,2872495e-08            2,9631451e-09  -6,2808101e-08            2,9545241e-09  -6,2691395e-08            
3,3291955e-09  -6,286744e-08            3,3335382e-09  -6,2804701e-08            3,3238396e-09  -6,268794e-08            
3,6991061e-09  -6,2871362e-08            3,7039314e-09  -6,2801639e-08            3,6931552e-09  -6,2685781e-08            
4,0690167e-09  -6,2859473e-08            4,0743245e-09  -6,2807615e-08            4,0624707e-09  -6,2693218e-08            
4,4389273e-09  -6,2853084e-08            4,4447176e-09  -6,2803093e-08            4,4317862e-09  -6,2675012e-08            
4,8088379e-09  -6,2846659e-08            4,8151108e-09  -6,2804629e-08            4,8011017e-09  -6,265917e-08            
5,1787485e-09  -6,2819387e-08            5,1855039e-09  -6,2817922e-08            5,1704172e-09  -6,2669441e-08            
5,5486592e-09  -6,2804791e-08            5,5558971e-09  -6,2816383e-08            5,5397327e-09  -6,2708186e-08            
5,9185698e-09  -6,282315e-08            5,9262902e-09  -6,2823095e-08            5,9090483e-09  -6,2703698e-08            
6,2884804e-09  -6,2843493e-08            6,2966833e-09  -6,2828364e-08            6,2783638e-09  -6,2684234e-08            
6,658391e-09  -6,2875006e-08            6,6670765e-09  -6,2807605e-08            6,6476793e-09  -6,2654933e-08            
7,0283016e-09  -6,2884817e-08            7,0374696e-09  -6,2785914e-08            7,0169948e-09  -6,265486e-08            
7,3982122e-09  -6,2871755e-08            7,4078627e-09  -6,2781245e-08            7,3863103e-09  -6,2666192e-08            
7,7681228e-09  -6,2851351e-08            7,7782559e-09  -6,2783047e-08            7,7556258e-09  -6,2650648e-08            
8,1380334e-09  -6,2823061e-08            8,148649e-09  -6,2773195e-08            8,1249414e-09  -6,2631534e-08            
8,507944e-09  -6,2780178e-08            8,5190422e-09  -6,2770105e-08            8,4942569e-09  -6,265747e-08            
8,8778547e-09  -6,2793187e-08            8,8894353e-09  -6,2768231e-08            8,8635724e-09  -6,2682633e-08            
9,2477653e-09  -6,2809547e-08            9,2598284e-09  -6,2769497e-08            9,2328879e-09  -6,2696536e-08            
9,6176759e-09  -6,2863933e-08            9,6302216e-09  -6,2778855e-08            9,6022034e-09  -6,2705179e-08            
9,9875865e-09  -6,2918272e-08            1,0000615e-08  -6,2784361e-08            9,9715189e-09  -6,2692386e-08            
1,0357497e-08  -6,2898895e-08            1,0371008e-08  -6,2786772e-08            1,0340834e-08  -6,2690594e-08            
1,0727408e-08  -6,285346e-08            1,0741401e-08  -6,2794182e-08            1,071015e-08  -6,2698176e-08            
1,1097318e-08  -6,2845669e-08            1,1111794e-08  -6,279008e-08            1,1079465e-08  -6,2694787e-08            
