forward             backward             
x       y           x       y           
[m]     [m]         [m]     [m]         
0  -7,5500488e-08            0  -7,5857544e-08            
3,90625e-10  -7,5531006e-08            3,90625e-10  -7,5921631e-08            
7,8125e-10  -7,555542e-08            7,8125e-10  -7,5991821e-08            
1,171875e-09  -7,5592041e-08            1,171875e-09  -7,6062012e-08            
1,5625e-09  -7,5634766e-08            1,5625e-09  -7,6113892e-08            
1,953125e-09  -7,5680542e-08            1,953125e-09  -7,6168823e-08            
2,34375e-09  -7,572937e-08            2,34375e-09  -7,6239014e-08            
2,734375e-09  -7,5772095e-08            2,734375e-09  -7,633667e-08            
3,125e-09  -7,5808716e-08            3,125e-09  -7,6400757e-08            
3,515625e-09  -7,5854492e-08            3,515625e-09  -7,651062e-08            
3,90625e-09  -7,5906372e-08            3,90625e-09  -7,6605225e-08            
4,296875e-09  -7,59552e-08            4,296875e-09  -7,6705933e-08            
4,6875e-09  -7,5991821e-08            4,6875e-09  -7,6794434e-08            
5,078125e-09  -7,6043701e-08            5,078125e-09  -7,6922607e-08            
5,46875e-09  -7,6098633e-08            5,46875e-09  -7,699585e-08            
5,859375e-09  -7,6153564e-08            5,859375e-09  -7,7096558e-08            
6,25e-09  -7,62146e-08            6,25e-09  -7,7212524e-08            
6,640625e-09  -7,6275635e-08            6,640625e-09  -7,7337646e-08            
7,03125e-09  -7,633667e-08            7,03125e-09  -7,7453613e-08            
7,421875e-09  -7,6400757e-08            7,421875e-09  -7,7578735e-08            
7,8125e-09  -7,6467896e-08            7,8125e-09  -7,7679443e-08            
8,203125e-09  -7,6531982e-08            8,203125e-09  -7,7801514e-08            
8,59375e-09  -7,6580811e-08            8,59375e-09  -7,7975464e-08            
8,984375e-09  -7,6647949e-08            8,984375e-09  -7,8109741e-08            
9,375e-09  -7,6715088e-08            9,375e-09  -7,8475952e-08            
9,765625e-09  -7,6782227e-08            9,765625e-09  -7,8610229e-08            
1,015625e-08  -7,6849365e-08            1,015625e-08  -7,8598022e-08            
1,0546875e-08  -7,6916504e-08            1,0546875e-08  -7,8540039e-08            
1,09375e-08  -7,6983643e-08            1,09375e-08  -7,8485107e-08            
1,1328125e-08  -7,7050781e-08            1,1328125e-08  -7,8427124e-08            
