0,1 s             0,2 s             
x       y           x       y           
[m]     [A]         [m]     [A]         
0  9,1409133e-10            0  9,6282108e-10            
5,4659267e-08  1,4959714e-09            5,4659267e-08  1,2120478e-09            
5,5440114e-08  1,3969048e-09            5,5440114e-08  1,1787358e-09            
5,6220961e-08  1,4233417e-09            5,6220961e-08  1,1821312e-09            
5,7001807e-08  1,4079273e-09            5,7001807e-08  1,169619e-09            
5,7782654e-08  1,3804526e-09            5,7782654e-08  1,1273324e-09            
5,8563501e-08  1,371273e-09            5,8563501e-08  1,1712723e-09            
5,9344347e-08  1,3637981e-09            5,9344347e-08  1,2169863e-09            
6,0125194e-08  1,3215267e-09            6,0125194e-08  1,1761708e-09            
6,0906041e-08  1,2160594e-09            6,0906041e-08  1,150594e-09            
6,1686887e-08  1,2296286e-09            6,1686887e-08  1,184016e-09            
6,2467734e-08  1,2648041e-09            6,2467734e-08  1,1091935e-09            
6,3248581e-08  1,1593004e-09            6,3248581e-08  1,0879287e-09            
6,4029427e-08  1,0876849e-09            6,4029427e-08  1,1710984e-09            
6,4810274e-08  1,1074852e-09            6,4810274e-08  1,1334968e-09            
6,5591121e-08  1,0903252e-09            6,5591121e-08  1,1009635e-09            
6,6371968e-08  1,0507787e-09            6,6371968e-08  1,0919575e-09            
6,7152814e-08  1,0063999e-09            6,7152814e-08  1,0661513e-09            
6,7933661e-08  9,414862e-10            6,7933661e-08  1,0815376e-09            
6,8714508e-08  9,5741055e-10            6,8714508e-08  1,1086902e-09            
6,9495354e-08  1,0326548e-09            6,9495354e-08  1,0493639e-09            
7,0276201e-08  9,5279069e-10            7,0276201e-08  9,8868811e-10            
7,1057048e-08  8,6385663e-10            7,1057048e-08  9,9392428e-10            
7,1837894e-08  8,370626e-10            7,1837894e-08  9,5244034e-10            
7,2618741e-08  8,9716887e-10            7,2618741e-08  9,0538503e-10            
7,3399588e-08  8,8279279e-10            7,3399588e-08  8,6692091e-10            
7,4180434e-08  8,0295253e-10            7,4180434e-08  8,9049971e-10            
7,4961281e-08  8,121926e-10            7,4961281e-08  9,0762106e-10            
7,5742128e-08  7,8071655e-10            7,5742128e-08  8,9274947e-10            
7,6522974e-08  7,0885948e-10            7,6522974e-08  8,7852364e-10            
7,7303821e-08  6,9207411e-10            7,7303821e-08  8,7412229e-10            
7,8084668e-08  7,1763223e-10            7,8084668e-08  8,5991451e-10            
7,8865514e-08  7,3126652e-10            7,8865514e-08  8,4344282e-10            
7,9646361e-08  7,5820713e-10            7,9646361e-08  8,3842648e-10            
8,0427208e-08  7,2201784e-10            8,0427208e-08  8,6475468e-10            
8,1208054e-08  7,4803825e-10            8,1208054e-08  8,5643037e-10            
8,1988901e-08  7,0866675e-10            8,1988901e-08  8,4780137e-10            
8,2769748e-08  6,9622249e-10            8,2769748e-08  8,3761909e-10            
8,3550594e-08  7,2128444e-10            8,3550594e-08  7,9473685e-10            
8,4331441e-08  7,1069551e-10            8,4331441e-08  8,2147224e-10            
8,5112288e-08  7,0885173e-10            8,5112288e-08  8,3761005e-10            
8,5893134e-08  7,382024e-10            8,5893134e-08  8,0806654e-10            
8,6673981e-08  6,9391607e-10            8,6673981e-08  7,5975239e-10            
8,7454828e-08  6,1869907e-10            8,7454828e-08  7,9089011e-10            
8,8235674e-08  6,1168549e-10            8,8235674e-08  7,9603312e-10            
8,9016521e-08  6,2277006e-10            8,9016521e-08  7,1048134e-10            
8,9797368e-08  6,3471146e-10            8,9797368e-08  6,7656874e-10            
