forward             backward             
x       y           x       y           
[m]     [m]         [m]     [m]         
0  -7,2875977e-08            0  -7,3226929e-08            
1,0546875e-08  -7,479248e-08            1,0546875e-08  -7,5784302e-08            
1,09375e-08  -7,4890137e-08            1,09375e-08  -7,571106e-08            
1,1328125e-08  -7,5009155e-08            1,1328125e-08  -7,5653076e-08            
1,171875e-08  -7,5112915e-08            1,171875e-08  -7,5595093e-08            
1,2109375e-08  -7,5195313e-08            1,2109375e-08  -7,5540161e-08            
1,25e-08  -7,5314331e-08            1,25e-08  -7,5482178e-08            
1,2890625e-08  -7,5436401e-08            1,2890625e-08  -7,5411987e-08            
1,328125e-08  -7,557373e-08            1,328125e-08  -7,5338745e-08            
1,3671875e-08  -7,5714111e-08            1,3671875e-08  -7,5274658e-08            
1,40625e-08  -7,585144e-08            1,40625e-08  -7,5216675e-08            
1,4453125e-08  -7,5930786e-08            1,4453125e-08  -7,5180054e-08            
1,484375e-08  -7,5848389e-08            1,484375e-08  -7,512207e-08            
1,5234375e-08  -7,5756836e-08            1,5234375e-08  -7,505188e-08            
1,5625e-08  -7,5695801e-08            1,5625e-08  -7,5003052e-08            
1,6015625e-08  -7,5592041e-08            1,6015625e-08  -7,4981689e-08            
1,640625e-08  -7,5598145e-08            1,640625e-08  -7,4926758e-08            
1,6796875e-08  -7,5515747e-08            1,6796875e-08  -7,4865723e-08            
1,71875e-08  -7,5448608e-08            1,71875e-08  -7,4816895e-08            
1,7578125e-08  -7,5415039e-08            1,7578125e-08  -7,4746704e-08            
1,796875e-08  -7,5320435e-08            1,796875e-08  -7,4676514e-08            
1,8359375e-08  -7,5314331e-08            1,8359375e-08  -7,4633789e-08            
1,875e-08  -7,5164795e-08            1,875e-08  -7,4575806e-08            
1,9140625e-08  -7,5167847e-08            1,9140625e-08  -7,4563599e-08            
1,953125e-08  -7,5131226e-08            1,953125e-08  -7,4517822e-08            
1,9921875e-08  -7,5045776e-08            1,9921875e-08  -7,4468994e-08            
2,03125e-08  -7,5033569e-08            2,03125e-08  -7,4411011e-08            
2,0703125e-08  -7,4975586e-08            2,0703125e-08  -7,434082e-08            
2,109375e-08  -7,4911499e-08            2,109375e-08  -7,427063e-08            
2,1484375e-08  -7,4850464e-08            2,1484375e-08  -7,4243164e-08            
2,1875e-08  -7,4795532e-08            2,1875e-08  -7,4203491e-08            
2,2265625e-08  -7,4758911e-08            2,2265625e-08  -7,416687e-08            
2,265625e-08  -7,4700928e-08            2,265625e-08  -7,4124146e-08            
2,3046875e-08  -7,4642944e-08            2,3046875e-08  -7,4099731e-08            
2,34375e-08  -7,4581909e-08            2,34375e-08  -7,4050903e-08            
2,3828125e-08  -7,4551392e-08            2,3828125e-08  -7,3995972e-08            
2,421875e-08  -7,4493408e-08            2,421875e-08  -7,3925781e-08            
2,4609375e-08  -7,444458e-08            2,4609375e-08  -7,387085e-08            
2,5e-08  -7,4398804e-08            2,5e-08  -7,3812866e-08            
2,5390625e-08  -7,4349976e-08            2,5390625e-08  -7,3721313e-08            
2,578125e-08  -7,4304199e-08            2,578125e-08  -7,3669434e-08            
2,6171875e-08  -7,4264526e-08            2,6171875e-08  -7,3614502e-08            
2,65625e-08  -7,4203491e-08            2,65625e-08  -7,3550415e-08            
2,6953125e-08  -7,4197388e-08            2,6953125e-08  -7,3468018e-08            
2,734375e-08  -7,4139404e-08            2,734375e-08  -7,3376465e-08            
2,7734375e-08  -7,4090576e-08            2,7734375e-08  -7,328186e-08            
2,8125e-08  -7,4047852e-08            2,8125e-08  -7,3196411e-08            
2,8515625e-08  -7,3980713e-08            2,8515625e-08  -7,3123169e-08            
2,890625e-08  -7,3959351e-08            2,890625e-08  -7,303772e-08            
2,9296875e-08  -7,3919678e-08            2,9296875e-08  -7,2946167e-08            
2,96875e-08  -7,37854e-08            2,96875e-08  -7,2869873e-08            
3,0078125e-08  -7,37854e-08            3,0078125e-08  -7,2817993e-08            
3,046875e-08  -7,3696899e-08            3,046875e-08  -7,2747803e-08            
3,0859375e-08  -7,3648071e-08            3,0859375e-08  -7,2677612e-08            
3,125e-08  -7,3562622e-08            3,125e-08  -7,2607422e-08            
3,1640625e-08  -7,3529053e-08            3,1640625e-08  -7,2564697e-08            
3,203125e-08  -7,3440552e-08            3,203125e-08  -7,2497559e-08            
3,2421875e-08  -7,3339844e-08            3,2421875e-08  -7,2454834e-08            
3,28125e-08  -7,3275757e-08            3,28125e-08  -7,2390747e-08            
3,3203125e-08  -7,3150635e-08            3,3203125e-08  -7,2320557e-08            
3,359375e-08  -7,3083496e-08            3,359375e-08  -7,2244263e-08            
3,3984375e-08  -7,3028564e-08            3,3984375e-08  -7,2186279e-08            
3,4375e-08  -7,2949219e-08            3,4375e-08  -7,2125244e-08            
3,4765625e-08  -7,2839355e-08            3,4765625e-08  -7,2052002e-08            
3,515625e-08  -7,2796631e-08            3,515625e-08  -7,1990967e-08            
3,5546875e-08  -7,2735596e-08            3,5546875e-08  -7,1923828e-08            
3,59375e-08  -7,2662354e-08            3,59375e-08  -7,1859741e-08            
3,6328125e-08  -7,2583008e-08            3,6328125e-08  -7,1801758e-08            
