forward             backward             
x       y           x       y           
[m]     [m]         [m]     [m]         
0  -7,2875977e-08            0  -7,3226929e-08            
3,90625e-10  -7,2927856e-08            3,90625e-10  -7,3275757e-08            
7,8125e-10  -7,2940063e-08            7,8125e-10  -7,3336792e-08            
1,171875e-09  -7,2973633e-08            1,171875e-09  -7,3413086e-08            
1,5625e-09  -7,3016357e-08            1,5625e-09  -7,3461914e-08            
1,953125e-09  -7,3086548e-08            1,953125e-09  -7,3562622e-08            
2,34375e-09  -7,3138428e-08            2,34375e-09  -7,3629761e-08            
2,734375e-09  -7,3202515e-08            2,734375e-09  -7,3684692e-08            
3,125e-09  -7,3242187e-08            3,125e-09  -7,3806763e-08            
3,515625e-09  -7,3284912e-08            3,515625e-09  -7,3864746e-08            
3,90625e-09  -7,3336792e-08            3,90625e-09  -7,4057007e-08            
4,296875e-09  -7,3394775e-08            4,296875e-09  -7,4084473e-08            
4,6875e-09  -7,3449707e-08            4,6875e-09  -7,4255371e-08            
5,078125e-09  -7,3526001e-08            5,078125e-09  -7,4316406e-08            
5,46875e-09  -7,3602295e-08            5,46875e-09  -7,4456787e-08            
5,859375e-09  -7,3669434e-08            5,859375e-09  -7,4499512e-08            
6,25e-09  -7,3742676e-08            6,25e-09  -7,467041e-08            
6,640625e-09  -7,3831177e-08            6,640625e-09  -7,4710083e-08            
7,03125e-09  -7,3919678e-08            7,03125e-09  -7,4850464e-08            
7,421875e-09  -7,401123e-08            7,421875e-09  -7,5048828e-08            
7,8125e-09  -7,4108887e-08            7,8125e-09  -7,5115967e-08            
8,203125e-09  -7,4191284e-08            8,203125e-09  -7,5396729e-08            
8,59375e-09  -7,4295044e-08            8,59375e-09  -7,5485229e-08            
8,984375e-09  -7,4386597e-08            8,984375e-09  -7,5888062e-08            
9,375e-09  -7,4481201e-08            9,375e-09  -7,5946045e-08            
9,765625e-09  -7,4594116e-08            9,765625e-09  -7,5900269e-08            
1,015625e-08  -7,4694824e-08            1,015625e-08  -7,583313e-08            
