#time in s	Single 0	Single 1	Coincidence 01	
44	0	0	0	
45	0	0	0	
46	0	0	0	
47	0	0	0	
48	0	0	0	
49	0	0	0	
50	0	0	0	
51	0	0	0	
52	0	0	0	
53	0	0	0	
54	0	0	0	
55	0	0	0	
56	0	0	0	
57	0	0	0	
58	0	0	0	
59	0	0	0	
60	0	0	0	
61	0	0	0	
62	0	0	0	
63	0	0	0	
64	0	0	0	
65	0	0	0	
66	0	0	0	
67	0	0	0	
68	0	0	0	
69	0	0	0	
70	0	0	0	
71	0	0	0	
72	0	0	0	
73	0	0	0	
74	0	0	0	
75	0	0	0	
76	0	0	0	
77	0	0	0	
78	0	0	0	
79	0	0	0	
80	0	0	0	
81	0	0	0	
82	0	0	0	
83	0	0	0	
84	0	0	0	
85	0	0	0	
86	0	0	0	
87	0	0	0	
88	0	0	0	
89	0	0	0	
90	0	0	0	
91	0	0	0	
92	0	0	0	
93	0	0	0	
94	0	0	0	
95	0	0	0	
96	0	0	0	
97	0	0	0	
98	0	0	0	
99	0	0	0	
100	89533	45849	2016	
101	88580	46075	2038	
102	88971	46413	1990	
103	88676	46238	2107	
104	88748	46249	2038	
105	88950	46196	2052	
106	88534	45816	1927	
107	88805	46144	1999	
108	89183	46340	2070	
109	89667	46499	2195	
110	89377	46184	2105	
111	89170	45666	2046	
112	89656	46011	2087	
113	89883	46024	1993	
114	89770	46474	2009	
115	89875	46430	2028	
116	89886	46453	2008	
117	89913	46766	2141	
118	89633	46738	2020	
119	89537	46668	2077	
120	89424	46651	1991	
121	89862	46911	2074	
122	90119	46734	2015	
123	89840	46326	2053	
124	90359	47382	2120	
125	90022	47223	2107	
126	90385	46962	2052	
127	90019	47195	2114	
128	90005	47021	2148	
129	89812	47414	2165	
130	90191	47285	2038	
131	90173	47176	2140	
132	90083	46950	2126	
133	89957	46815	2066	
134	89929	46737	2157	
135	89766	47155	2146	
136	90379	46689	2047	
137	90028	46957	2085	
138	90400	46789	2105	
139	89580	46917	2124	
140	90020	46767	2134	
141	89819	46899	2063	
142	90257	46557	2066	
143	89611	46611	2017	
